mandal_name,city,year,day_of_festival,hour_of_day,is_weekend,is_special_day,weather,headcount
Siddhivinayak Temple,Mumbai,2017,7,16,0,1,Cloudy,21707
Siddhivinayak Temple,Mumbai,2017,7,17,0,1,Cloudy,15748
Siddhivinayak Temple,Mumbai,2017,7,18,0,1,Sunny,79044
Siddhivinayak Temple,Mumbai,2017,7,19,0,1,Heavy Rain,20565
Siddhivinayak Temple,Mumbai,2017,7,20,0,1,Humid,58732
Siddhivinayak Temple,Mumbai,2017,7,21,0,1,Humid,65773
Siddhivinayak Temple,Mumbai,2017,7,22,0,1,Heavy Rain,21398
Siddhivinayak Temple,Mumbai,2017,7,23,0,1,Heavy Rain,33940
Siddhivinayak Temple,Mumbai,2017,8,0,0,0,Cloudy,19247
Siddhivinayak Temple,Mumbai,2017,8,1,0,0,Light Rain,1717
Siddhivinayak Temple,Mumbai,2017,8,2,0,0,Heavy Rain,1913
Siddhivinayak Temple,Mumbai,2017,8,3,0,0,Humid,3305
Siddhivinayak Temple,Mumbai,2017,8,4,0,0,Heavy Rain,2657
Siddhivinayak Temple,Mumbai,2017,8,5,0,0,Light Rain,1335
Siddhivinayak Temple,Mumbai,2017,8,6,0,0,Heavy Rain,7665
Siddhivinayak Temple,Mumbai,2017,8,7,0,0,Sunny,19187
Siddhivinayak Temple,Mumbai,2017,8,8,0,0,Sunny,19316
Siddhivinayak Temple,Mumbai,2017,8,9,0,0,Light Rain,10942
Siddhivinayak Temple,Mumbai,2017,8,10,0,0,Heavy Rain,7909
Siddhivinayak Temple,Mumbai,2017,8,11,0,0,Light Rain,13499
Siddhivinayak Temple,Mumbai,2017,8,12,0,0,Cloudy,21961
Siddhivinayak Temple,Mumbai,2017,8,13,0,0,Cloudy,18248
Siddhivinayak Temple,Mumbai,2017,8,14,0,0,Light Rain,12042
Siddhivinayak Temple,Mumbai,2017,8,15,0,0,Light Rain,14092
Siddhivinayak Temple,Mumbai,2017,8,16,0,0,Sunny,15896
Siddhivinayak Temple,Mumbai,2017,8,17,0,0,Cloudy,22460
Siddhivinayak Temple,Mumbai,2017,8,18,0,0,Heavy Rain,25224
Siddhivinayak Temple,Mumbai,2017,8,19,0,0,Heavy Rain,25087
Siddhivinayak Temple,Mumbai,2017,8,20,0,0,Humid,80948
Siddhivinayak Temple,Mumbai,2017,8,21,0,0,Humid,69140
Siddhivinayak Temple,Mumbai,2017,8,22,0,0,Heavy Rain,23674
Siddhivinayak Temple,Mumbai,2017,8,23,0,0,Light Rain,34818
Siddhivinayak Temple,Mumbai,2017,9,0,0,0,Humid,18234
Siddhivinayak Temple,Mumbai,2017,9,1,0,0,Cloudy,5957
Siddhivinayak Temple,Mumbai,2017,9,2,0,0,Light Rain,5905
Siddhivinayak Temple,Mumbai,2017,9,3,0,0,Light Rain,4274
Siddhivinayak Temple,Mumbai,2017,9,4,0,0,Sunny,4226
Siddhivinayak Temple,Mumbai,2017,9,5,0,0,Cloudy,4157
Siddhivinayak Temple,Mumbai,2017,9,6,0,0,Humid,22995
Siddhivinayak Temple,Mumbai,2017,9,7,0,0,Heavy Rain,7122
Siddhivinayak Temple,Mumbai,2017,9,8,0,0,Cloudy,23094
Siddhivinayak Temple,Mumbai,2017,9,9,0,0,Light Rain,14644
Siddhivinayak Temple,Mumbai,2017,9,10,0,0,Heavy Rain,7370
Siddhivinayak Temple,Mumbai,2017,9,11,0,0,Sunny,17496
Siddhivinayak Temple,Mumbai,2017,9,12,0,0,Light Rain,12331
Siddhivinayak Temple,Mumbai,2017,9,13,0,0,Light Rain,15910
Siddhivinayak Temple,Mumbai,2017,9,14,0,0,Humid,22461
Siddhivinayak Temple,Mumbai,2017,9,15,0,0,Humid,22272
Siddhivinayak Temple,Mumbai,2017,9,16,0,0,Light Rain,11644
Siddhivinayak Temple,Mumbai,2017,9,17,0,0,Humid,17659
Siddhivinayak Temple,Mumbai,2017,9,18,0,0,Sunny,64948
Siddhivinayak Temple,Mumbai,2017,9,19,0,0,Sunny,56302
Siddhivinayak Temple,Mumbai,2017,9,20,0,0,Humid,64225
Siddhivinayak Temple,Mumbai,2017,9,21,0,0,Cloudy,62344
Siddhivinayak Temple,Mumbai,2017,9,22,0,0,Light Rain,47385
Siddhivinayak Temple,Mumbai,2017,9,23,0,0,Light Rain,46626
Siddhivinayak Temple,Mumbai,2017,10,0,0,1,Sunny,18440
Siddhivinayak Temple,Mumbai,2017,10,1,0,1,Sunny,7664
Siddhivinayak Temple,Mumbai,2017,10,2,0,1,Light Rain,1548
Siddhivinayak Temple,Mumbai,2017,10,3,0,1,Heavy Rain,2310
Siddhivinayak Temple,Mumbai,2017,10,4,0,1,Heavy Rain,1487
Siddhivinayak Temple,Mumbai,2017,10,5,0,1,Humid,5519
Siddhivinayak Temple,Mumbai,2017,10,6,0,1,Sunny,19858
Siddhivinayak Temple,Mumbai,2017,10,7,0,1,Humid,21704
Siddhivinayak Temple,Mumbai,2017,10,8,0,1,Light Rain,14449
Siddhivinayak Temple,Mumbai,2017,10,9,0,1,Humid,16481
Siddhivinayak Temple,Mumbai,2017,10,10,0,1,Heavy Rain,6276
Siddhivinayak Temple,Mumbai,2017,10,11,0,1,Humid,17433
Siddhivinayak Temple,Mumbai,2017,10,12,0,1,Heavy Rain,6944
Siddhivinayak Temple,Mumbai,2017,10,13,0,1,Heavy Rain,6359
Siddhivinayak Temple,Mumbai,2017,10,14,0,1,Sunny,17550
Siddhivinayak Temple,Mumbai,2017,10,15,0,1,Light Rain,15588
Siddhivinayak Temple,Mumbai,2017,10,16,0,1,Light Rain,12044
Siddhivinayak Temple,Mumbai,2017,10,17,0,1,Sunny,23261
Siddhivinayak Temple,Mumbai,2017,10,18,0,1,Humid,64907
Siddhivinayak Temple,Mumbai,2017,10,19,0,1,Sunny,73192
Siddhivinayak Temple,Mumbai,2017,10,20,0,1,Humid,64492
Siddhivinayak Temple,Mumbai,2017,10,21,0,1,Heavy Rain,23204
Siddhivinayak Temple,Mumbai,2017,10,22,0,1,Light Rain,48383
Siddhivinayak Temple,Mumbai,2017,10,23,0,1,Light Rain,40806
Siddhivinayak Temple,Mumbai,2017,11,0,0,1,Heavy Rain,32770
Siddhivinayak Temple,Mumbai,2017,11,1,0,1,Heavy Rain,3835
Siddhivinayak Temple,Mumbai,2017,11,2,0,1,Humid,17183
Siddhivinayak Temple,Mumbai,2017,11,3,0,1,Heavy Rain,13479
Siddhivinayak Temple,Mumbai,2017,11,4,0,1,Heavy Rain,6526
Siddhivinayak Temple,Mumbai,2017,11,5,0,1,Cloudy,13558
Siddhivinayak Temple,Mumbai,2017,11,6,0,1,Cloudy,78411
Siddhivinayak Temple,Mumbai,2017,11,7,0,1,Cloudy,68834
Siddhivinayak Temple,Mumbai,2017,11,8,0,1,Cloudy,99891
Siddhivinayak Temple,Mumbai,2017,11,9,0,1,Heavy Rain,38490
Siddhivinayak Temple,Mumbai,2017,11,10,0,1,Light Rain,59201
Siddhivinayak Temple,Mumbai,2017,11,11,0,1,Light Rain,72959
Siddhivinayak Temple,Mumbai,2017,11,12,0,1,Humid,114915
Siddhivinayak Temple,Mumbai,2017,11,13,0,1,Heavy Rain,36909
Siddhivinayak Temple,Mumbai,2017,11,14,0,1,Cloudy,105730
Siddhivinayak Temple,Mumbai,2017,11,15,0,1,Light Rain,77546
Siddhivinayak Temple,Mumbai,2017,11,16,0,1,Sunny,96976
Siddhivinayak Temple,Mumbai,2017,11,17,0,1,Heavy Rain,37835
Siddhivinayak Temple,Mumbai,2017,11,18,0,1,Sunny,241934
Siddhivinayak Temple,Mumbai,2017,11,19,0,1,Light Rain,148127
Siddhivinayak Temple,Mumbai,2017,11,20,0,1,Humid,260344
Siddhivinayak Temple,Mumbai,2017,11,21,0,1,Cloudy,213132
Siddhivinayak Temple,Mumbai,2017,11,22,0,1,Sunny,324308
Siddhivinayak Temple,Mumbai,2017,11,23,0,1,Cloudy,233535
Siddhivinayak Temple,Mumbai,2018,1,0,0,1,Light Rain,32073
Siddhivinayak Temple,Mumbai,2018,1,1,0,1,Cloudy,13316
Siddhivinayak Temple,Mumbai,2018,1,2,0,1,Heavy Rain,3204
Siddhivinayak Temple,Mumbai,2018,1,3,0,1,Cloudy,8327
Siddhivinayak Temple,Mumbai,2018,1,4,0,1,Cloudy,12732
Siddhivinayak Temple,Mumbai,2018,1,5,0,1,Cloudy,6789
Siddhivinayak Temple,Mumbai,2018,1,6,0,1,Sunny,43763
Siddhivinayak Temple,Mumbai,2018,1,7,0,1,Light Rain,43033
Siddhivinayak Temple,Mumbai,2018,1,8,0,1,Humid,62260
Siddhivinayak Temple,Mumbai,2018,1,9,0,1,Heavy Rain,18970
Siddhivinayak Temple,Mumbai,2018,1,10,0,1,Light Rain,43442
Siddhivinayak Temple,Mumbai,2018,1,11,0,1,Humid,43695
Siddhivinayak Temple,Mumbai,2018,1,12,0,1,Heavy Rain,27363
Siddhivinayak Temple,Mumbai,2018,1,13,0,1,Humid,41036
Siddhivinayak Temple,Mumbai,2018,1,14,0,1,Humid,39825
Siddhivinayak Temple,Mumbai,2018,1,15,0,1,Heavy Rain,17236
Siddhivinayak Temple,Mumbai,2018,1,16,0,1,Cloudy,51347
Siddhivinayak Temple,Mumbai,2018,1,17,0,1,Humid,35247
Siddhivinayak Temple,Mumbai,2018,1,18,0,1,Light Rain,129251
Siddhivinayak Temple,Mumbai,2018,1,19,0,1,Heavy Rain,69849
Siddhivinayak Temple,Mumbai,2018,1,20,0,1,Cloudy,112971
Siddhivinayak Temple,Mumbai,2018,1,21,0,1,Humid,154558
Siddhivinayak Temple,Mumbai,2018,1,22,0,1,Sunny,182073
Siddhivinayak Temple,Mumbai,2018,1,23,0,1,Heavy Rain,73670
Siddhivinayak Temple,Mumbai,2018,2,0,0,0,Light Rain,11883
Siddhivinayak Temple,Mumbai,2018,2,1,0,0,Humid,3864
Siddhivinayak Temple,Mumbai,2018,2,2,0,0,Sunny,8870
Siddhivinayak Temple,Mumbai,2018,2,3,0,0,Sunny,2523
Siddhivinayak Temple,Mumbai,2018,2,4,0,0,Cloudy,3894
Siddhivinayak Temple,Mumbai,2018,2,5,0,0,Cloudy,4548
Siddhivinayak Temple,Mumbai,2018,2,6,0,0,Cloudy,23069
Siddhivinayak Temple,Mumbai,2018,2,7,0,0,Sunny,17246
Siddhivinayak Temple,Mumbai,2018,2,8,0,0,Heavy Rain,7761
Siddhivinayak Temple,Mumbai,2018,2,9,0,0,Cloudy,23262
Siddhivinayak Temple,Mumbai,2018,2,10,0,0,Heavy Rain,6887
Siddhivinayak Temple,Mumbai,2018,2,11,0,0,Cloudy,17036
Siddhivinayak Temple,Mumbai,2018,2,12,0,0,Light Rain,14923
Siddhivinayak Temple,Mumbai,2018,2,13,0,0,Light Rain,12388
Siddhivinayak Temple,Mumbai,2018,2,14,0,0,Cloudy,20881
Siddhivinayak Temple,Mumbai,2018,2,15,0,0,Humid,23775
Siddhivinayak Temple,Mumbai,2018,2,16,0,0,Sunny,21748
Siddhivinayak Temple,Mumbai,2018,2,17,0,0,Humid,18428
Siddhivinayak Temple,Mumbai,2018,2,18,0,0,Light Rain,45915
Siddhivinayak Temple,Mumbai,2018,2,19,0,0,Humid,52599
Siddhivinayak Temple,Mumbai,2018,2,20,0,0,Humid,56990
Siddhivinayak Temple,Mumbai,2018,2,21,0,0,Humid,55758
Siddhivinayak Temple,Mumbai,2018,2,22,0,0,Heavy Rain,23651
Siddhivinayak Temple,Mumbai,2018,2,23,0,0,Humid,96365
Siddhivinayak Temple,Mumbai,2018,3,0,0,0,Light Rain,16834
Siddhivinayak Temple,Mumbai,2018,3,1,0,0,Cloudy,5255
Siddhivinayak Temple,Mumbai,2018,3,2,0,0,Cloudy,3395
Siddhivinayak Temple,Mumbai,2018,3,3,0,0,Sunny,7034
Siddhivinayak Temple,Mumbai,2018,3,4,0,0,Light Rain,5790
Siddhivinayak Temple,Mumbai,2018,3,5,0,0,Humid,5436
Siddhivinayak Temple,Mumbai,2018,3,6,0,0,Cloudy,16994
Siddhivinayak Temple,Mumbai,2018,3,7,0,0,Sunny,22246
Siddhivinayak Temple,Mumbai,2018,3,8,0,0,Heavy Rain,6852
Siddhivinayak Temple,Mumbai,2018,3,9,0,0,Cloudy,20062
Siddhivinayak Temple,Mumbai,2018,3,10,0,0,Heavy Rain,6748
Siddhivinayak Temple,Mumbai,2018,3,11,0,0,Humid,17423
Siddhivinayak Temple,Mumbai,2018,3,12,0,0,Heavy Rain,8899
Siddhivinayak Temple,Mumbai,2018,3,13,0,0,Heavy Rain,8413
Siddhivinayak Temple,Mumbai,2018,3,14,0,0,Heavy Rain,7436
Siddhivinayak Temple,Mumbai,2018,3,15,0,0,Sunny,21554
Siddhivinayak Temple,Mumbai,2018,3,16,0,0,Sunny,22908
Siddhivinayak Temple,Mumbai,2018,3,17,0,0,Heavy Rain,7985
Siddhivinayak Temple,Mumbai,2018,3,18,0,0,Sunny,70863
Siddhivinayak Temple,Mumbai,2018,3,19,0,0,Humid,68333
Siddhivinayak Temple,Mumbai,2018,3,20,0,0,Sunny,57667
Siddhivinayak Temple,Mumbai,2018,3,21,0,0,Cloudy,79159
Siddhivinayak Temple,Mumbai,2018,3,22,0,0,Sunny,56349
Siddhivinayak Temple,Mumbai,2018,3,23,0,0,Cloudy,47738
Siddhivinayak Temple,Mumbai,2018,4,0,1,0,Light Rain,17279
Siddhivinayak Temple,Mumbai,2018,4,1,1,0,Sunny,7531
Siddhivinayak Temple,Mumbai,2018,4,2,1,0,Heavy Rain,3366
Siddhivinayak Temple,Mumbai,2018,4,3,1,0,Heavy Rain,3452
Siddhivinayak Temple,Mumbai,2018,4,4,1,0,Cloudy,5582
Siddhivinayak Temple,Mumbai,2018,4,5,1,0,Light Rain,5343
Siddhivinayak Temple,Mumbai,2018,4,6,1,0,Humid,43548
Siddhivinayak Temple,Mumbai,2018,4,7,1,0,Sunny,27734
Siddhivinayak Temple,Mumbai,2018,4,8,1,0,Cloudy,34264
Siddhivinayak Temple,Mumbai,2018,4,9,1,0,Cloudy,38984
Siddhivinayak Temple,Mumbai,2018,4,10,1,0,Heavy Rain,15079
Siddhivinayak Temple,Mumbai,2018,4,11,1,0,Heavy Rain,11398
Siddhivinayak Temple,Mumbai,2018,4,12,1,0,Light Rain,32658
Siddhivinayak Temple,Mumbai,2018,4,13,1,0,Light Rain,22819
Siddhivinayak Temple,Mumbai,2018,4,14,1,0,Light Rain,28392
Siddhivinayak Temple,Mumbai,2018,4,15,1,0,Light Rain,26695
Siddhivinayak Temple,Mumbai,2018,4,16,1,0,Humid,32878
Siddhivinayak Temple,Mumbai,2018,4,17,1,0,Light Rain,25068
Siddhivinayak Temple,Mumbai,2018,4,18,1,0,Cloudy,128930
Siddhivinayak Temple,Mumbai,2018,4,19,1,0,Heavy Rain,43904
Siddhivinayak Temple,Mumbai,2018,4,20,1,0,Cloudy,117754
Siddhivinayak Temple,Mumbai,2018,4,21,1,0,Cloudy,99471
Siddhivinayak Temple,Mumbai,2018,4,22,1,0,Cloudy,109095
Siddhivinayak Temple,Mumbai,2018,4,23,1,0,Sunny,121344
Siddhivinayak Temple,Mumbai,2018,5,0,1,1,Cloudy,25694
Siddhivinayak Temple,Mumbai,2018,5,1,1,1,Light Rain,3684
Siddhivinayak Temple,Mumbai,2018,5,2,1,1,Cloudy,5871
Siddhivinayak Temple,Mumbai,2018,5,3,1,1,Cloudy,11372
Siddhivinayak Temple,Mumbai,2018,5,4,1,1,Cloudy,10918
Siddhivinayak Temple,Mumbai,2018,5,5,1,1,Heavy Rain,3706
Siddhivinayak Temple,Mumbai,2018,5,6,1,1,Cloudy,42593
Siddhivinayak Temple,Mumbai,2018,5,7,1,1,Humid,36042
Siddhivinayak Temple,Mumbai,2018,5,8,1,1,Sunny,37425
Siddhivinayak Temple,Mumbai,2018,5,9,1,1,Heavy Rain,16180
Siddhivinayak Temple,Mumbai,2018,5,10,1,1,Cloudy,39345
Siddhivinayak Temple,Mumbai,2018,5,11,1,1,Light Rain,24072
Siddhivinayak Temple,Mumbai,2018,5,12,1,1,Light Rain,22131
Siddhivinayak Temple,Mumbai,2018,5,13,1,1,Heavy Rain,14413
Siddhivinayak Temple,Mumbai,2018,5,14,1,1,Sunny,33138
Siddhivinayak Temple,Mumbai,2018,5,15,1,1,Heavy Rain,13479
Siddhivinayak Temple,Mumbai,2018,5,16,1,1,Humid,36489
Siddhivinayak Temple,Mumbai,2018,5,17,1,1,Sunny,47223
Siddhivinayak Temple,Mumbai,2018,5,18,1,1,Sunny,120415
Siddhivinayak Temple,Mumbai,2018,5,19,1,1,Cloudy,78318
Siddhivinayak Temple,Mumbai,2018,5,20,1,1,Light Rain,102119
Siddhivinayak Temple,Mumbai,2018,5,21,1,1,Cloudy,143659
Siddhivinayak Temple,Mumbai,2018,5,22,1,1,Light Rain,66320
Siddhivinayak Temple,Mumbai,2018,5,23,1,1,Sunny,119601
Siddhivinayak Temple,Mumbai,2018,6,0,0,0,Heavy Rain,7716
Siddhivinayak Temple,Mumbai,2018,6,1,0,0,Heavy Rain,1693
Siddhivinayak Temple,Mumbai,2018,6,2,0,0,Sunny,5704
Siddhivinayak Temple,Mumbai,2018,6,3,0,0,Humid,4390
Siddhivinayak Temple,Mumbai,2018,6,4,0,0,Cloudy,3601
Siddhivinayak Temple,Mumbai,2018,6,5,0,0,Heavy Rain,1651
Siddhivinayak Temple,Mumbai,2018,6,6,0,0,Sunny,18938
Siddhivinayak Temple,Mumbai,2018,6,7,0,0,Heavy Rain,8339
Siddhivinayak Temple,Mumbai,2018,6,8,0,0,Humid,20400
Siddhivinayak Temple,Mumbai,2018,6,9,0,0,Sunny,21527
Siddhivinayak Temple,Mumbai,2018,6,10,0,0,Sunny,20385
Siddhivinayak Temple,Mumbai,2018,6,11,0,0,Sunny,18983
Siddhivinayak Temple,Mumbai,2018,6,12,0,0,Light Rain,12079
Siddhivinayak Temple,Mumbai,2018,6,13,0,0,Sunny,22192
Siddhivinayak Temple,Mumbai,2018,6,14,0,0,Light Rain,16356
Siddhivinayak Temple,Mumbai,2018,6,15,0,0,Sunny,20350
Siddhivinayak Temple,Mumbai,2018,6,16,0,0,Humid,22475
Siddhivinayak Temple,Mumbai,2018,6,17,0,0,Sunny,21779
Siddhivinayak Temple,Mumbai,2018,6,18,0,0,Light Rain,47246
Siddhivinayak Temple,Mumbai,2018,6,19,0,0,Cloudy,70486
Siddhivinayak Temple,Mumbai,2018,6,20,0,0,Heavy Rain,23226
Siddhivinayak Temple,Mumbai,2018,6,21,0,0,Light Rain,40758
Siddhivinayak Temple,Mumbai,2018,6,22,0,0,Cloudy,69242
Siddhivinayak Temple,Mumbai,2018,6,23,0,0,Sunny,63453
Siddhivinayak Temple,Mumbai,2018,7,0,0,1,Light Rain,17075
Siddhivinayak Temple,Mumbai,2018,7,1,0,1,Sunny,4511
Siddhivinayak Temple,Mumbai,2018,7,2,0,1,Cloudy,6189
Siddhivinayak Temple,Mumbai,2018,7,3,0,1,Light Rain,5718
Siddhivinayak Temple,Mumbai,2018,7,4,0,1,Sunny,3896
Siddhivinayak Temple,Mumbai,2018,7,5,0,1,Heavy Rain,2403
Siddhivinayak Temple,Mumbai,2018,7,6,0,1,Sunny,23512
Siddhivinayak Temple,Mumbai,2018,7,7,0,1,Humid,22545
Siddhivinayak Temple,Mumbai,2018,7,8,0,1,Cloudy,19169
Siddhivinayak Temple,Mumbai,2018,7,9,0,1,Humid,20061
Siddhivinayak Temple,Mumbai,2018,7,10,0,1,Light Rain,13504
Siddhivinayak Temple,Mumbai,2018,7,11,0,1,Sunny,17071
Siddhivinayak Temple,Mumbai,2018,7,12,0,1,Cloudy,22349
Siddhivinayak Temple,Mumbai,2018,7,13,0,1,Sunny,21602
Siddhivinayak Temple,Mumbai,2018,7,14,0,1,Cloudy,20228
Siddhivinayak Temple,Mumbai,2018,7,15,0,1,Cloudy,22905
Siddhivinayak Temple,Mumbai,2018,7,16,0,1,Light Rain,15294
Siddhivinayak Temple,Mumbai,2018,7,17,0,1,Sunny,17686
Siddhivinayak Temple,Mumbai,2018,7,18,0,1,Light Rain,51541
Siddhivinayak Temple,Mumbai,2018,7,19,0,1,Heavy Rain,26459
Siddhivinayak Temple,Mumbai,2018,7,20,0,1,Heavy Rain,25897
Siddhivinayak Temple,Mumbai,2018,7,21,0,1,Light Rain,43972
Siddhivinayak Temple,Mumbai,2018,7,22,0,1,Light Rain,56833
Siddhivinayak Temple,Mumbai,2018,7,23,0,1,Cloudy,53563
Siddhivinayak Temple,Mumbai,2018,8,0,0,0,Humid,19153
Siddhivinayak Temple,Mumbai,2018,8,1,0,0,Humid,2418
Siddhivinayak Temple,Mumbai,2018,8,2,0,0,Sunny,5368
Siddhivinayak Temple,Mumbai,2018,8,3,0,0,Humid,7554
Siddhivinayak Temple,Mumbai,2018,8,4,0,0,Humid,4452
Siddhivinayak Temple,Mumbai,2018,8,5,0,0,Heavy Rain,2671
Siddhivinayak Temple,Mumbai,2018,8,6,0,0,Humid,19620
Siddhivinayak Temple,Mumbai,2018,8,7,0,0,Heavy Rain,7579
Siddhivinayak Temple,Mumbai,2018,8,8,0,0,Heavy Rain,8577
Siddhivinayak Temple,Mumbai,2018,8,9,0,0,Humid,16986
Siddhivinayak Temple,Mumbai,2018,8,10,0,0,Humid,18466
Siddhivinayak Temple,Mumbai,2018,8,11,0,0,Heavy Rain,6896
Siddhivinayak Temple,Mumbai,2018,8,12,0,0,Light Rain,12456
Siddhivinayak Temple,Mumbai,2018,8,13,0,0,Humid,21454
Siddhivinayak Temple,Mumbai,2018,8,14,0,0,Sunny,19973
Siddhivinayak Temple,Mumbai,2018,8,15,0,0,Light Rain,12436
Siddhivinayak Temple,Mumbai,2018,8,16,0,0,Cloudy,20868
Siddhivinayak Temple,Mumbai,2018,8,17,0,0,Light Rain,16754
Siddhivinayak Temple,Mumbai,2018,8,18,0,0,Cloudy,51866
Siddhivinayak Temple,Mumbai,2018,8,19,0,0,Heavy Rain,29422
Siddhivinayak Temple,Mumbai,2018,8,20,0,0,Humid,59708
Siddhivinayak Temple,Mumbai,2018,8,21,0,0,Heavy Rain,24644
Siddhivinayak Temple,Mumbai,2018,8,22,0,0,Cloudy,67820
Siddhivinayak Temple,Mumbai,2018,8,23,0,0,Humid,62900
Siddhivinayak Temple,Mumbai,2018,9,0,0,0,Humid,18804
Siddhivinayak Temple,Mumbai,2018,9,1,0,0,Light Rain,4653
Siddhivinayak Temple,Mumbai,2018,9,2,0,0,Light Rain,4309
Siddhivinayak Temple,Mumbai,2018,9,3,0,0,Sunny,7764
Siddhivinayak Temple,Mumbai,2018,9,4,0,0,Light Rain,3674
Siddhivinayak Temple,Mumbai,2018,9,5,0,0,Heavy Rain,1442
Siddhivinayak Temple,Mumbai,2018,9,6,0,0,Humid,21446
Siddhivinayak Temple,Mumbai,2018,9,7,0,0,Cloudy,17105
Siddhivinayak Temple,Mumbai,2018,9,8,0,0,Light Rain,15190
Siddhivinayak Temple,Mumbai,2018,9,9,0,0,Sunny,23287
Siddhivinayak Temple,Mumbai,2018,9,10,0,0,Light Rain,16104
Siddhivinayak Temple,Mumbai,2018,9,11,0,0,Light Rain,13934
Siddhivinayak Temple,Mumbai,2018,9,12,0,0,Heavy Rain,9762
Siddhivinayak Temple,Mumbai,2018,9,13,0,0,Cloudy,18403
Siddhivinayak Temple,Mumbai,2018,9,14,0,0,Humid,20926
Siddhivinayak Temple,Mumbai,2018,9,15,0,0,Humid,22991
Siddhivinayak Temple,Mumbai,2018,9,16,0,0,Cloudy,19595
Siddhivinayak Temple,Mumbai,2018,9,17,0,0,Heavy Rain,6838
Siddhivinayak Temple,Mumbai,2018,9,18,0,0,Sunny,59646
Siddhivinayak Temple,Mumbai,2018,9,19,0,0,Heavy Rain,27412
Siddhivinayak Temple,Mumbai,2018,9,20,0,0,Light Rain,43582
Siddhivinayak Temple,Mumbai,2018,9,21,0,0,Humid,61732
Siddhivinayak Temple,Mumbai,2018,9,22,0,0,Humid,86319
Siddhivinayak Temple,Mumbai,2018,9,23,0,0,Light Rain,39918
Siddhivinayak Temple,Mumbai,2018,10,0,0,1,Humid,20599
Siddhivinayak Temple,Mumbai,2018,10,1,0,1,Heavy Rain,2543
Siddhivinayak Temple,Mumbai,2018,10,2,0,1,Heavy Rain,1685
Siddhivinayak Temple,Mumbai,2018,10,3,0,1,Cloudy,1974
Siddhivinayak Temple,Mumbai,2018,10,4,0,1,Light Rain,4450
Siddhivinayak Temple,Mumbai,2018,10,5,0,1,Humid,2416
Siddhivinayak Temple,Mumbai,2018,10,6,0,1,Heavy Rain,7529
Siddhivinayak Temple,Mumbai,2018,10,7,0,1,Heavy Rain,8665
Siddhivinayak Temple,Mumbai,2018,10,8,0,1,Light Rain,17082
Siddhivinayak Temple,Mumbai,2018,10,9,0,1,Heavy Rain,8832
Siddhivinayak Temple,Mumbai,2018,10,10,0,1,Cloudy,22102
Siddhivinayak Temple,Mumbai,2018,10,11,0,1,Humid,17020
Siddhivinayak Temple,Mumbai,2018,10,12,0,1,Light Rain,17056
Siddhivinayak Temple,Mumbai,2018,10,13,0,1,Sunny,16687
Siddhivinayak Temple,Mumbai,2018,10,14,0,1,Heavy Rain,9796
Siddhivinayak Temple,Mumbai,2018,10,15,0,1,Sunny,24239
Siddhivinayak Temple,Mumbai,2018,10,16,0,1,Heavy Rain,9540
Siddhivinayak Temple,Mumbai,2018,10,17,0,1,Cloudy,17792
Siddhivinayak Temple,Mumbai,2018,10,18,0,1,Cloudy,71102
Siddhivinayak Temple,Mumbai,2018,10,19,0,1,Humid,62653
Siddhivinayak Temple,Mumbai,2018,10,20,0,1,Light Rain,57266
Siddhivinayak Temple,Mumbai,2018,10,21,0,1,Sunny,55522
Siddhivinayak Temple,Mumbai,2018,10,22,0,1,Light Rain,49653
Siddhivinayak Temple,Mumbai,2018,10,23,0,1,Sunny,83007
Siddhivinayak Temple,Mumbai,2018,11,0,1,1,Cloudy,160608
Siddhivinayak Temple,Mumbai,2018,11,1,1,1,Sunny,51677
Siddhivinayak Temple,Mumbai,2018,11,2,1,1,Humid,28228
Siddhivinayak Temple,Mumbai,2018,11,3,1,1,Sunny,20294
Siddhivinayak Temple,Mumbai,2018,11,4,1,1,Heavy Rain,14400
Siddhivinayak Temple,Mumbai,2018,11,5,1,1,Light Rain,25868
Siddhivinayak Temple,Mumbai,2018,11,6,1,1,Humid,197437
Siddhivinayak Temple,Mumbai,2018,11,7,1,1,Light Rain,69980
Siddhivinayak Temple,Mumbai,2018,11,8,1,1,Light Rain,137920
Siddhivinayak Temple,Mumbai,2018,11,9,1,1,Sunny,169572
Siddhivinayak Temple,Mumbai,2018,11,10,1,1,Cloudy,95719
Siddhivinayak Temple,Mumbai,2018,11,11,1,1,Cloudy,182339
Siddhivinayak Temple,Mumbai,2018,11,12,1,1,Sunny,127523
Siddhivinayak Temple,Mumbai,2018,11,13,1,1,Humid,148789
Siddhivinayak Temple,Mumbai,2018,11,14,1,1,Cloudy,146591
Siddhivinayak Temple,Mumbai,2018,11,15,1,1,Humid,163500
Siddhivinayak Temple,Mumbai,2018,11,16,1,1,Cloudy,127980
Siddhivinayak Temple,Mumbai,2018,11,17,1,1,Sunny,162222
Siddhivinayak Temple,Mumbai,2018,11,18,1,1,Humid,395112
Siddhivinayak Temple,Mumbai,2018,11,19,1,1,Cloudy,345134
Siddhivinayak Temple,Mumbai,2018,11,20,1,1,Sunny,584894
Siddhivinayak Temple,Mumbai,2018,11,21,1,1,Light Rain,247278
Siddhivinayak Temple,Mumbai,2018,11,22,1,1,Humid,439404
Siddhivinayak Temple,Mumbai,2018,11,23,1,1,Light Rain,434160
