mandal_name,city,year,day_of_festival,hour_of_day,holiday_flag,special_event_flag,weather,volunteers_on_duty,headcount
Koradi Devi Temple,Nagpur,2018,3,13,0,0,Cloudy,59,9428
Koradi Devi Temple,Nagpur,2018,3,14,0,0,Light Rain,78,5294
Koradi Devi Temple,Nagpur,2018,3,15,0,0,Cloudy,49,9578
Koradi Devi Temple,Nagpur,2018,3,16,0,0,Sunny,58,6431
Koradi Devi Temple,Nagpur,2018,3,17,0,0,Pleasant,79,5531
Koradi Devi Temple,Nagpur,2018,3,18,1,0,Cloudy,56,32763
Koradi Devi Temple,Nagpur,2018,3,19,0,0,Cloudy,43,17849
Koradi Devi Temple,Nagpur,2018,3,20,0,0,Heavy Rain,58,13789
Koradi Devi Temple,Nagpur,2018,3,21,0,0,Cloudy,64,19667
Koradi Devi Temple,Nagpur,2018,3,22,1,0,Pleasant,56,33937
Koradi Devi Temple,Nagpur,2018,3,23,0,0,Pleasant,48,15328
Koradi Devi Temple,Nagpur,2018,4,0,1,0,Pleasant,69,11875
Koradi Devi Temple,Nagpur,2018,4,1,1,0,Heavy Rain,34,1918
Koradi Devi Temple,Nagpur,2018,4,2,1,0,Cloudy,68,5597
Koradi Devi Temple,Nagpur,2018,4,3,1,0,Pleasant,74,5139
Koradi Devi Temple,Nagpur,2018,4,4,1,0,Light Rain,61,5927
Koradi Devi Temple,Nagpur,2018,4,5,1,0,Light Rain,32,5012
Koradi Devi Temple,Nagpur,2018,4,6,1,0,Pleasant,43,11365
Koradi Devi Temple,Nagpur,2018,4,7,1,0,Light Rain,52,11881
Koradi Devi Temple,Nagpur,2018,4,8,1,0,Cloudy,80,13618
Koradi Devi Temple,Nagpur,2018,4,9,1,0,Cloudy,62,10085
Koradi Devi Temple,Nagpur,2018,4,10,1,0,Pleasant,43,12984
Koradi Devi Temple,Nagpur,2018,4,11,1,0,Pleasant,30,13527
Koradi Devi Temple,Nagpur,2018,4,12,1,0,Cloudy,53,14137
Koradi Devi Temple,Nagpur,2018,4,13,1,0,Sunny,77,12358
Koradi Devi Temple,Nagpur,2018,4,14,1,0,Pleasant,52,12058
Koradi Devi Temple,Nagpur,2018,4,15,1,0,Pleasant,67,7183
Koradi Devi Temple,Nagpur,2018,4,16,1,0,Pleasant,58,17971
Koradi Devi Temple,Nagpur,2018,4,17,1,0,Pleasant,38,10012
Koradi Devi Temple,Nagpur,2018,4,18,1,0,Cloudy,57,23089
Koradi Devi Temple,Nagpur,2018,4,19,1,0,Sunny,67,38233
Koradi Devi Temple,Nagpur,2018,4,20,1,0,Heavy Rain,32,11269
Koradi Devi Temple,Nagpur,2018,4,21,1,0,Light Rain,79,23001
Koradi Devi Temple,Nagpur,2018,4,22,1,0,Sunny,76,31133
Koradi Devi Temple,Nagpur,2018,4,23,1,0,Cloudy,48,25216
Koradi Devi Temple,Nagpur,2018,5,0,1,0,Light Rain,54,8285
Koradi Devi Temple,Nagpur,2018,5,1,1,0,Heavy Rain,30,2964
Koradi Devi Temple,Nagpur,2018,5,2,1,0,Heavy Rain,76,2292
Koradi Devi Temple,Nagpur,2018,5,3,1,0,Cloudy,56,4094
Koradi Devi Temple,Nagpur,2018,5,4,1,0,Light Rain,37,1635
Koradi Devi Temple,Nagpur,2018,5,5,1,0,Light Rain,40,3078
Koradi Devi Temple,Nagpur,2018,5,6,1,0,Heavy Rain,58,6874
Koradi Devi Temple,Nagpur,2018,5,7,1,0,Cloudy,61,15522
Koradi Devi Temple,Nagpur,2018,5,8,1,0,Light Rain,49,14270
Koradi Devi Temple,Nagpur,2018,5,9,1,0,Light Rain,80,8655
Koradi Devi Temple,Nagpur,2018,5,10,1,0,Light Rain,31,6911
Koradi Devi Temple,Nagpur,2018,5,11,1,0,Heavy Rain,44,6835
Koradi Devi Temple,Nagpur,2018,5,12,1,0,Light Rain,47,9488
Koradi Devi Temple,Nagpur,2018,5,13,1,0,Sunny,50,17891
Koradi Devi Temple,Nagpur,2018,5,14,1,0,Light Rain,60,13302
Koradi Devi Temple,Nagpur,2018,5,15,1,0,Heavy Rain,66,8570
Koradi Devi Temple,Nagpur,2018,5,16,1,0,Heavy Rain,46,5785
Koradi Devi Temple,Nagpur,2018,5,17,1,0,Sunny,45,10983
Koradi Devi Temple,Nagpur,2018,5,18,1,0,Sunny,49,37040
Koradi Devi Temple,Nagpur,2018,5,19,1,0,Sunny,34,38251
Koradi Devi Temple,Nagpur,2018,5,20,1,0,Heavy Rain,60,12821
Koradi Devi Temple,Nagpur,2018,5,21,1,0,Light Rain,33,16531
Koradi Devi Temple,Nagpur,2018,5,22,1,0,Light Rain,36,23273
Koradi Devi Temple,Nagpur,2018,5,23,1,0,Sunny,80,24304
Koradi Devi Temple,Nagpur,2018,6,0,0,0,Heavy Rain,44,4033
Koradi Devi Temple,Nagpur,2018,6,1,0,0,Light Rain,33,2973
Koradi Devi Temple,Nagpur,2018,6,2,0,0,Sunny,65,3431
Koradi Devi Temple,Nagpur,2018,6,3,0,0,Heavy Rain,61,588
Koradi Devi Temple,Nagpur,2018,6,4,0,0,Cloudy,80,2507
Koradi Devi Temple,Nagpur,2018,6,5,0,0,Heavy Rain,76,1960
Koradi Devi Temple,Nagpur,2018,6,6,0,0,Sunny,62,7616
Koradi Devi Temple,Nagpur,2018,6,7,0,0,Heavy Rain,69,2552
Koradi Devi Temple,Nagpur,2018,6,8,1,0,Light Rain,33,12217
Koradi Devi Temple,Nagpur,2018,6,9,1,0,Pleasant,66,10241
Koradi Devi Temple,Nagpur,2018,6,10,0,0,Cloudy,47,4588
Koradi Devi Temple,Nagpur,2018,6,11,0,0,Heavy Rain,50,4308
Koradi Devi Temple,Nagpur,2018,6,12,0,0,Sunny,39,8960
Koradi Devi Temple,Nagpur,2018,6,13,0,0,Pleasant,69,9882
Koradi Devi Temple,Nagpur,2018,6,14,0,0,Pleasant,78,11104
Koradi Devi Temple,Nagpur,2018,6,15,0,0,Pleasant,44,10100
Koradi Devi Temple,Nagpur,2018,6,16,0,0,Light Rain,49,8233
Koradi Devi Temple,Nagpur,2018,6,17,0,0,Pleasant,54,7985
Koradi Devi Temple,Nagpur,2018,6,18,0,0,Cloudy,64,12488
Koradi Devi Temple,Nagpur,2018,6,19,0,0,Light Rain,72,8269
Koradi Devi Temple,Nagpur,2018,6,20,0,0,Light Rain,31,17564
Koradi Devi Temple,Nagpur,2018,6,21,0,0,Cloudy,79,14164
Koradi Devi Temple,Nagpur,2018,6,22,1,0,Cloudy,74,21155
Koradi Devi Temple,Nagpur,2018,6,23,1,0,Heavy Rain,50,20226
Koradi Devi Temple,Nagpur,2018,7,0,0,0,Heavy Rain,44,4243
Koradi Devi Temple,Nagpur,2018,7,1,1,0,Heavy Rain,64,1413
Koradi Devi Temple,Nagpur,2018,7,2,0,0,Sunny,66,1874
Koradi Devi Temple,Nagpur,2018,7,3,0,0,Pleasant,78,2659
Koradi Devi Temple,Nagpur,2018,7,4,0,0,Heavy Rain,77,720
Koradi Devi Temple,Nagpur,2018,7,5,0,0,Sunny,43,2480
Koradi Devi Temple,Nagpur,2018,7,6,0,0,Pleasant,40,6705
Koradi Devi Temple,Nagpur,2018,7,7,0,0,Cloudy,68,8264
Koradi Devi Temple,Nagpur,2018,7,8,0,0,Heavy Rain,48,4276
Koradi Devi Temple,Nagpur,2018,7,9,1,0,Heavy Rain,52,5984
Koradi Devi Temple,Nagpur,2018,7,10,0,0,Pleasant,79,6729
Koradi Devi Temple,Nagpur,2018,7,11,0,0,Light Rain,37,9759
Koradi Devi Temple,Nagpur,2018,7,12,0,0,Pleasant,41,6027
Koradi Devi Temple,Nagpur,2018,7,13,0,0,Cloudy,45,8326
Koradi Devi Temple,Nagpur,2018,7,14,0,0,Sunny,33,12502
Koradi Devi Temple,Nagpur,2018,7,15,0,0,Pleasant,73,8942
Koradi Devi Temple,Nagpur,2018,7,16,0,0,Light Rain,66,6420
Koradi Devi Temple,Nagpur,2018,7,17,1,0,Heavy Rain,30,6670
Koradi Devi Temple,Nagpur,2018,7,18,0,0,Pleasant,46,18567
Koradi Devi Temple,Nagpur,2018,7,19,0,0,Heavy Rain,48,8436
Koradi Devi Temple,Nagpur,2018,7,20,0,0,Cloudy,61,28255
Koradi Devi Temple,Nagpur,2018,7,21,0,0,Light Rain,41,8783
Koradi Devi Temple,Nagpur,2018,7,22,0,0,Light Rain,32,15751
Koradi Devi Temple,Nagpur,2018,7,23,0,0,Heavy Rain,51,11856
Koradi Devi Temple,Nagpur,2018,8,0,0,1,Light Rain,60,10671
Koradi Devi Temple,Nagpur,2018,8,1,0,1,Heavy Rain,59,4815
Koradi Devi Temple,Nagpur,2018,8,2,0,1,Pleasant,48,3509
Koradi Devi Temple,Nagpur,2018,8,3,0,1,Sunny,54,3598
Koradi Devi Temple,Nagpur,2018,8,4,0,1,Sunny,52,8377
Koradi Devi Temple,Nagpur,2018,8,5,1,1,Pleasant,74,10795
Koradi Devi Temple,Nagpur,2018,8,6,0,1,Heavy Rain,52,6094
Koradi Devi Temple,Nagpur,2018,8,7,0,1,Pleasant,59,20740
Koradi Devi Temple,Nagpur,2018,8,8,0,1,Pleasant,37,11438
Koradi Devi Temple,Nagpur,2018,8,9,0,1,Light Rain,67,13367
Koradi Devi Temple,Nagpur,2018,8,10,0,1,Heavy Rain,47,5436
Koradi Devi Temple,Nagpur,2018,8,11,0,1,Pleasant,78,20966
Koradi Devi Temple,Nagpur,2018,8,12,0,1,Cloudy,67,14899
Koradi Devi Temple,Nagpur,2018,8,13,0,1,Pleasant,46,25071
Koradi Devi Temple,Nagpur,2018,8,14,0,1,Cloudy,36,15803
Koradi Devi Temple,Nagpur,2018,8,15,0,1,Heavy Rain,67,12177
Koradi Devi Temple,Nagpur,2018,8,16,0,1,Heavy Rain,47,6143
Koradi Devi Temple,Nagpur,2018,8,17,0,1,Heavy Rain,62,7352
Koradi Devi Temple,Nagpur,2018,8,18,0,1,Pleasant,50,43550
Koradi Devi Temple,Nagpur,2018,8,19,1,1,Sunny,45,57452
Koradi Devi Temple,Nagpur,2018,8,20,0,1,Light Rain,68,38662
Koradi Devi Temple,Nagpur,2018,8,21,0,1,Pleasant,39,36218
Koradi Devi Temple,Nagpur,2018,8,22,1,1,Light Rain,54,46537
Koradi Devi Temple,Nagpur,2018,8,23,0,1,Heavy Rain,73,21603
Koradi Devi Temple,Nagpur,2018,9,0,0,1,Cloudy,31,15486
Koradi Devi Temple,Nagpur,2018,9,1,0,1,Heavy Rain,35,2632
Koradi Devi Temple,Nagpur,2018,9,2,0,1,Pleasant,60,5358
Koradi Devi Temple,Nagpur,2018,9,3,0,1,Light Rain,68,3314
Koradi Devi Temple,Nagpur,2018,9,4,0,1,Light Rain,58,4170
Koradi Devi Temple,Nagpur,2018,9,5,0,1,Light Rain,34,3271
Koradi Devi Temple,Nagpur,2018,9,6,0,1,Cloudy,67,11825
Koradi Devi Temple,Nagpur,2018,9,7,0,1,Heavy Rain,37,9747
Koradi Devi Temple,Nagpur,2018,9,8,0,1,Heavy Rain,58,7856
Koradi Devi Temple,Nagpur,2018,9,9,0,1,Pleasant,78,15816
Koradi Devi Temple,Nagpur,2018,9,10,0,1,Cloudy,46,19678
Koradi Devi Temple,Nagpur,2018,9,11,0,1,Pleasant,58,12982
Koradi Devi Temple,Nagpur,2018,9,12,0,1,Heavy Rain,77,9248
Koradi Devi Temple,Nagpur,2018,9,13,0,1,Sunny,36,16882
Koradi Devi Temple,Nagpur,2018,9,14,0,1,Pleasant,46,10621
Koradi Devi Temple,Nagpur,2018,9,15,0,1,Pleasant,55,13482
Koradi Devi Temple,Nagpur,2018,9,16,1,1,Cloudy,68,35707
Koradi Devi Temple,Nagpur,2018,9,17,0,1,Light Rain,69,12326
Koradi Devi Temple,Nagpur,2018,9,18,0,1,Cloudy,46,51655
Koradi Devi Temple,Nagpur,2018,9,19,0,1,Sunny,51,40584
Koradi Devi Temple,Nagpur,2018,9,20,0,1,Pleasant,31,36392
Koradi Devi Temple,Nagpur,2018,9,21,0,1,Cloudy,53,46458
Koradi Devi Temple,Nagpur,2018,9,22,0,1,Heavy Rain,56,11764
Koradi Devi Temple,Nagpur,2018,9,23,0,1,Light Rain,74,48091
Koradi Devi Temple,Nagpur,2019,1,0,0,1,Pleasant,30,21014
Koradi Devi Temple,Nagpur,2019,1,1,1,1,Pleasant,59,6252
Koradi Devi Temple,Nagpur,2019,1,2,0,1,Light Rain,58,2604
Koradi Devi Temple,Nagpur,2019,1,3,0,1,Light Rain,72,8084
Koradi Devi Temple,Nagpur,2019,1,4,1,1,Pleasant,62,5044
Koradi Devi Temple,Nagpur,2019,1,5,0,1,Cloudy,69,4803
Koradi Devi Temple,Nagpur,2019,1,6,0,1,Cloudy,56,15056
Koradi Devi Temple,Nagpur,2019,1,7,0,1,Sunny,71,14812
Koradi Devi Temple,Nagpur,2019,1,8,0,1,Sunny,73,17847
Koradi Devi Temple,Nagpur,2019,1,9,1,1,Light Rain,79,12459
Koradi Devi Temple,Nagpur,2019,1,10,0,1,Pleasant,66,13642
Koradi Devi Temple,Nagpur,2019,1,11,0,1,Heavy Rain,44,6116
Koradi Devi Temple,Nagpur,2019,1,12,1,1,Cloudy,67,41230
Koradi Devi Temple,Nagpur,2019,1,13,0,1,Cloudy,59,15379
Koradi Devi Temple,Nagpur,2019,1,14,0,1,Heavy Rain,75,11627
Koradi Devi Temple,Nagpur,2019,1,15,0,1,Heavy Rain,53,11115
Koradi Devi Temple,Nagpur,2019,1,16,0,1,Cloudy,42,21452
Koradi Devi Temple,Nagpur,2019,1,17,0,1,Pleasant,76,12594
Koradi Devi Temple,Nagpur,2019,1,18,0,1,Cloudy,67,30921
Koradi Devi Temple,Nagpur,2019,1,19,0,1,Pleasant,42,30520
Koradi Devi Temple,Nagpur,2019,1,20,0,1,Light Rain,74,32580
Koradi Devi Temple,Nagpur,2019,1,21,1,1,Light Rain,50,30946
Koradi Devi Temple,Nagpur,2019,1,22,0,1,Cloudy,78,57137
Koradi Devi Temple,Nagpur,2019,1,23,0,1,Pleasant,78,49319
Koradi Devi Temple,Nagpur,2019,2,0,0,0,Pleasant,48,6915
Koradi Devi Temple,Nagpur,2019,2,1,0,0,Heavy Rain,72,685
Koradi Devi Temple,Nagpur,2019,2,2,0,0,Heavy Rain,67,1162
Koradi Devi Temple,Nagpur,2019,2,3,0,0,Light Rain,49,2455
Koradi Devi Temple,Nagpur,2019,2,4,0,0,Sunny,32,4000
Koradi Devi Temple,Nagpur,2019,2,5,0,0,Cloudy,41,3888
Koradi Devi Temple,Nagpur,2019,2,6,0,0,Cloudy,68,5615
Koradi Devi Temple,Nagpur,2019,2,7,0,0,Sunny,62,10930
Koradi Devi Temple,Nagpur,2019,2,8,0,0,Sunny,53,10144
Koradi Devi Temple,Nagpur,2019,2,9,0,0,Heavy Rain,43,3539
Koradi Devi Temple,Nagpur,2019,2,10,0,0,Heavy Rain,72,4093
Koradi Devi Temple,Nagpur,2019,2,11,0,0,Sunny,52,10937
Koradi Devi Temple,Nagpur,2019,2,12,0,0,Pleasant,56,8163
Koradi Devi Temple,Nagpur,2019,2,13,0,0,Sunny,54,9125
Koradi Devi Temple,Nagpur,2019,2,14,0,0,Heavy Rain,45,5238
Koradi Devi Temple,Nagpur,2019,2,15,1,0,Light Rain,38,16165
Koradi Devi Temple,Nagpur,2019,2,16,1,0,Sunny,50,16378
Koradi Devi Temple,Nagpur,2019,2,17,0,0,Cloudy,43,9135
Koradi Devi Temple,Nagpur,2019,2,18,0,0,Sunny,80,15956
Koradi Devi Temple,Nagpur,2019,2,19,0,0,Sunny,43,32506
Koradi Devi Temple,Nagpur,2019,2,20,0,0,Light Rain,56,14419
Koradi Devi Temple,Nagpur,2019,2,21,0,0,Heavy Rain,55,15047
Koradi Devi Temple,Nagpur,2019,2,22,0,0,Heavy Rain,52,15977
Koradi Devi Temple,Nagpur,2019,2,23,1,0,Sunny,58,32153
Koradi Devi Temple,Nagpur,2019,3,0,1,0,Sunny,34,11170
Koradi Devi Temple,Nagpur,2019,3,1,1,0,Pleasant,36,3814
Koradi Devi Temple,Nagpur,2019,3,2,1,0,Sunny,68,4895
Koradi Devi Temple,Nagpur,2019,3,3,1,0,Sunny,47,5586
Koradi Devi Temple,Nagpur,2019,3,4,1,0,Light Rain,43,5664
Koradi Devi Temple,Nagpur,2019,3,5,1,0,Cloudy,75,4841
Koradi Devi Temple,Nagpur,2019,3,6,1,0,Cloudy,37,8273
Koradi Devi Temple,Nagpur,2019,3,7,1,0,Light Rain,46,7411
Koradi Devi Temple,Nagpur,2019,3,8,1,0,Heavy Rain,41,4700
Koradi Devi Temple,Nagpur,2019,3,9,1,0,Sunny,37,13893
Koradi Devi Temple,Nagpur,2019,3,10,1,0,Cloudy,47,10817
Koradi Devi Temple,Nagpur,2019,3,11,1,0,Sunny,54,19988
Koradi Devi Temple,Nagpur,2019,3,12,1,0,Heavy Rain,41,6361
Koradi Devi Temple,Nagpur,2019,3,13,1,0,Cloudy,60,10814
Koradi Devi Temple,Nagpur,2019,3,14,1,0,Pleasant,64,13013
Koradi Devi Temple,Nagpur,2019,3,15,1,0,Cloudy,79,17230
Koradi Devi Temple,Nagpur,2019,3,16,1,0,Pleasant,59,14119
Koradi Devi Temple,Nagpur,2019,3,17,1,0,Cloudy,46,15944
Koradi Devi Temple,Nagpur,2019,3,18,1,0,Pleasant,73,35738
Koradi Devi Temple,Nagpur,2019,3,19,1,0,Sunny,31,48981
Koradi Devi Temple,Nagpur,2019,3,20,1,0,Pleasant,71,28568
Koradi Devi Temple,Nagpur,2019,3,21,1,0,Pleasant,69,30419
Koradi Devi Temple,Nagpur,2019,3,22,1,0,Cloudy,44,22897
Koradi Devi Temple,Nagpur,2019,3,23,1,0,Cloudy,72,55589
Koradi Devi Temple,Nagpur,2019,4,0,1,0,Cloudy,39,13076
Koradi Devi Temple,Nagpur,2019,4,1,1,0,Heavy Rain,30,2068
Koradi Devi Temple,Nagpur,2019,4,2,1,0,Heavy Rain,58,1647
Koradi Devi Temple,Nagpur,2019,4,3,1,0,Cloudy,53,4426
Koradi Devi Temple,Nagpur,2019,4,4,1,0,Light Rain,74,3006
Koradi Devi Temple,Nagpur,2019,4,5,1,0,Pleasant,46,4170
Koradi Devi Temple,Nagpur,2019,4,6,1,0,Light Rain,66,7190
Koradi Devi Temple,Nagpur,2019,4,7,1,0,Cloudy,42,16472
Koradi Devi Temple,Nagpur,2019,4,8,1,0,Heavy Rain,31,5417
Koradi Devi Temple,Nagpur,2019,4,9,1,0,Pleasant,52,11674
Koradi Devi Temple,Nagpur,2019,4,10,1,0,Pleasant,75,14531
Koradi Devi Temple,Nagpur,2019,4,11,1,0,Cloudy,42,20709
Koradi Devi Temple,Nagpur,2019,4,12,1,0,Pleasant,30,20774
Koradi Devi Temple,Nagpur,2019,4,13,1,0,Sunny,59,14762
Koradi Devi Temple,Nagpur,2019,4,14,1,0,Cloudy,52,16170
Koradi Devi Temple,Nagpur,2019,4,15,1,0,Heavy Rain,52,10852
Koradi Devi Temple,Nagpur,2019,4,16,1,0,Pleasant,35,23133
Koradi Devi Temple,Nagpur,2019,4,17,1,0,Pleasant,53,10796
Koradi Devi Temple,Nagpur,2019,4,18,1,0,Heavy Rain,43,14618
Koradi Devi Temple,Nagpur,2019,4,19,1,0,Heavy Rain,46,14244
Koradi Devi Temple,Nagpur,2019,4,20,1,0,Heavy Rain,59,17568
Koradi Devi Temple,Nagpur,2019,4,21,1,0,Cloudy,38,28685
Koradi Devi Temple,Nagpur,2019,4,22,1,0,Light Rain,67,30232
Koradi Devi Temple,Nagpur,2019,4,23,1,0,Light Rain,60,19525
Koradi Devi Temple,Nagpur,2019,5,0,0,0,Pleasant,50,5552
Koradi Devi Temple,Nagpur,2019,5,1,0,0,Light Rain,45,2301
Koradi Devi Temple,Nagpur,2019,5,2,0,0,Pleasant,66,3156
Koradi Devi Temple,Nagpur,2019,5,3,0,0,Heavy Rain,70,1166
Koradi Devi Temple,Nagpur,2019,5,4,0,0,Cloudy,70,1801
Koradi Devi Temple,Nagpur,2019,5,5,0,0,Heavy Rain,32,1025
Koradi Devi Temple,Nagpur,2019,5,6,0,0,Pleasant,61,5580
Koradi Devi Temple,Nagpur,2019,5,7,0,0,Heavy Rain,55,3243
Koradi Devi Temple,Nagpur,2019,5,8,0,0,Light Rain,46,7822
Koradi Devi Temple,Nagpur,2019,5,9,0,0,Heavy Rain,74,4218
Koradi Devi Temple,Nagpur,2019,5,10,0,0,Light Rain,44,4981
Koradi Devi Temple,Nagpur,2019,5,11,0,0,Pleasant,69,9009
Koradi Devi Temple,Nagpur,2019,5,12,0,0,Light Rain,49,9432
Koradi Devi Temple,Nagpur,2019,5,13,0,0,Sunny,73,7697
Koradi Devi Temple,Nagpur,2019,5,14,0,0,Light Rain,40,8630
Koradi Devi Temple,Nagpur,2019,5,15,0,0,Cloudy,54,6876
Koradi Devi Temple,Nagpur,2019,5,16,0,0,Pleasant,46,11421
Koradi Devi Temple,Nagpur,2019,5,17,0,0,Pleasant,55,8029
Koradi Devi Temple,Nagpur,2019,5,18,0,0,Cloudy,62,23383
Koradi Devi Temple,Nagpur,2019,5,19,0,0,Pleasant,67,29033
Koradi Devi Temple,Nagpur,2019,5,20,0,0,Heavy Rain,73,7727
Koradi Devi Temple,Nagpur,2019,5,21,1,0,Cloudy,36,33289
Koradi Devi Temple,Nagpur,2019,5,22,0,0,Pleasant,42,15940
Koradi Devi Temple,Nagpur,2019,5,23,0,0,Cloudy,52,18632
Koradi Devi Temple,Nagpur,2019,6,0,0,0,Heavy Rain,45,4095
Koradi Devi Temple,Nagpur,2019,6,1,0,0,Heavy Rain,57,1159
Koradi Devi Temple,Nagpur,2019,6,2,0,0,Heavy Rain,67,1417
Koradi Devi Temple,Nagpur,2019,6,3,0,0,Pleasant,64,2814
Koradi Devi Temple,Nagpur,2019,6,4,0,0,Pleasant,40,2358
Koradi Devi Temple,Nagpur,2019,6,5,0,0,Sunny,69,2367
Koradi Devi Temple,Nagpur,2019,6,6,0,0,Sunny,61,10562
Koradi Devi Temple,Nagpur,2019,6,7,0,0,Light Rain,54,6724
Koradi Devi Temple,Nagpur,2019,6,8,0,0,Pleasant,63,9085
Koradi Devi Temple,Nagpur,2019,6,9,0,0,Pleasant,61,9117
Koradi Devi Temple,Nagpur,2019,6,10,0,0,Pleasant,77,8383
Koradi Devi Temple,Nagpur,2019,6,11,0,0,Cloudy,35,9469
Koradi Devi Temple,Nagpur,2019,6,12,0,0,Cloudy,78,8012
Koradi Devi Temple,Nagpur,2019,6,13,0,0,Pleasant,46,7233
Koradi Devi Temple,Nagpur,2019,6,14,0,0,Pleasant,59,6588
Koradi Devi Temple,Nagpur,2019,6,15,0,0,Pleasant,78,8401
Koradi Devi Temple,Nagpur,2019,6,16,0,0,Light Rain,67,4954
Koradi Devi Temple,Nagpur,2019,6,17,0,0,Light Rain,43,6017
Koradi Devi Temple,Nagpur,2019,6,18,0,0,Heavy Rain,43,12116
Koradi Devi Temple,Nagpur,2019,6,19,0,0,Sunny,68,21056
Koradi Devi Temple,Nagpur,2019,6,20,0,0,Cloudy,67,11344
Koradi Devi Temple,Nagpur,2019,6,21,0,0,Light Rain,46,15376
Koradi Devi Temple,Nagpur,2019,6,22,0,0,Cloudy,30,20820
Koradi Devi Temple,Nagpur,2019,6,23,0,0,Heavy Rain,75,8760
Koradi Devi Temple,Nagpur,2019,7,0,0,0,Sunny,51,9315
Koradi Devi Temple,Nagpur,2019,7,1,0,0,Pleasant,69,1611
Koradi Devi Temple,Nagpur,2019,7,2,0,0,Sunny,76,3204
Koradi Devi Temple,Nagpur,2019,7,3,0,0,Light Rain,43,1345
Koradi Devi Temple,Nagpur,2019,7,4,0,0,Pleasant,35,1753
Koradi Devi Temple,Nagpur,2019,7,5,0,0,Heavy Rain,63,1087
Koradi Devi Temple,Nagpur,2019,7,6,0,0,Sunny,44,8923
Koradi Devi Temple,Nagpur,2019,7,7,0,0,Pleasant,52,6607
Koradi Devi Temple,Nagpur,2019,7,8,0,0,Heavy Rain,72,4639
Koradi Devi Temple,Nagpur,2019,7,9,0,0,Pleasant,72,5311
Koradi Devi Temple,Nagpur,2019,7,10,0,0,Sunny,47,9786
Koradi Devi Temple,Nagpur,2019,7,11,0,0,Pleasant,33,7338
Koradi Devi Temple,Nagpur,2019,7,12,1,0,Pleasant,77,11986
Koradi Devi Temple,Nagpur,2019,7,13,0,0,Light Rain,38,6427
Koradi Devi Temple,Nagpur,2019,7,14,0,0,Pleasant,55,8803
Koradi Devi Temple,Nagpur,2019,7,15,0,0,Sunny,64,9072
Koradi Devi Temple,Nagpur,2019,7,16,0,0,Pleasant,54,10198
Koradi Devi Temple,Nagpur,2019,7,17,0,0,Sunny,43,7449
Koradi Devi Temple,Nagpur,2019,7,18,0,0,Heavy Rain,44,10882
Koradi Devi Temple,Nagpur,2019,7,19,0,0,Cloudy,67,25150
Koradi Devi Temple,Nagpur,2019,7,20,0,0,Pleasant,60,26393
Koradi Devi Temple,Nagpur,2019,7,21,0,0,Cloudy,75,13368
Koradi Devi Temple,Nagpur,2019,7,22,0,0,Pleasant,36,23116
Koradi Devi Temple,Nagpur,2019,7,23,0,0,Light Rain,49,20086
Koradi Devi Temple,Nagpur,2019,8,0,0,1,Light Rain,56,11287
Koradi Devi Temple,Nagpur,2019,8,1,0,1,Light Rain,65,4384
Koradi Devi Temple,Nagpur,2019,8,2,0,1,Cloudy,72,4802
Koradi Devi Temple,Nagpur,2019,8,3,0,1,Pleasant,37,8495
Koradi Devi Temple,Nagpur,2019,8,4,0,1,Pleasant,49,2526
Koradi Devi Temple,Nagpur,2019,8,5,1,1,Light Rain,46,9022
Koradi Devi Temple,Nagpur,2019,8,6,0,1,Light Rain,74,11616
Koradi Devi Temple,Nagpur,2019,8,7,0,1,Light Rain,67,8599
Koradi Devi Temple,Nagpur,2019,8,8,1,1,Heavy Rain,70,9230
Koradi Devi Temple,Nagpur,2019,8,9,0,1,Heavy Rain,42,6239
Koradi Devi Temple,Nagpur,2019,8,10,0,1,Pleasant,38,11382
Koradi Devi Temple,Nagpur,2019,8,11,0,1,Heavy Rain,66,12047
Koradi Devi Temple,Nagpur,2019,8,12,0,1,Heavy Rain,51,5020
Koradi Devi Temple,Nagpur,2019,8,13,0,1,Sunny,80,10326
Koradi Devi Temple,Nagpur,2019,8,14,0,1,Cloudy,66,13749
Koradi Devi Temple,Nagpur,2019,8,15,0,1,Sunny,33,28455
Koradi Devi Temple,Nagpur,2019,8,16,0,1,Pleasant,46,20258
Koradi Devi Temple,Nagpur,2019,8,17,0,1,Pleasant,31,10395
Koradi Devi Temple,Nagpur,2019,8,18,0,1,Heavy Rain,78,19058
Koradi Devi Temple,Nagpur,2019,8,19,1,1,Pleasant,78,79872
Koradi Devi Temple,Nagpur,2019,8,20,0,1,Pleasant,35,48923
Koradi Devi Temple,Nagpur,2019,8,21,0,1,Pleasant,58,49504
Koradi Devi Temple,Nagpur,2019,8,22,0,1,Sunny,45,35693
Koradi Devi Temple,Nagpur,2019,8,23,0,1,Cloudy,68,29558
Koradi Devi Temple,Nagpur,2019,9,0,0,1,Heavy Rain,58,9003
Koradi Devi Temple,Nagpur,2019,9,1,1,1,Cloudy,30,10739
Koradi Devi Temple,Nagpur,2019,9,2,0,1,Light Rain,53,1861
Koradi Devi Temple,Nagpur,2019,9,3,0,1,Heavy Rain,76,2272
Koradi Devi Temple,Nagpur,2019,9,4,0,1,Sunny,32,9440
Koradi Devi Temple,Nagpur,2019,9,5,0,1,Heavy Rain,79,2068
Koradi Devi Temple,Nagpur,2019,9,6,0,1,Heavy Rain,40,5947
Koradi Devi Temple,Nagpur,2019,9,7,0,1,Cloudy,53,20520
