temple_name,city,year,month,day_of_month,time_slot,is_weekend_or_holiday,is_special_festival,weather,headcount
Kashi Vishwanath,Varanasi,2013,10,4,20,0,1,Foggy,21869
Kashi Vishwanath,Varanasi,2013,10,4,21,0,1,Foggy,37289
Kashi Vishwanath,Varanasi,2013,10,4,22,0,1,Cloudy,22845
Kashi Vishwanath,Varanasi,2013,10,4,23,0,1,Foggy,14372
Kashi Vishwanath,Varanasi,2013,10,5,0,1,1,Clear,11147
Kashi Vishwanath,Varanasi,2013,10,5,1,1,1,Rain,11411
Kashi Vishwanath,Varanasi,2013,10,5,2,1,1,Foggy,13318
Kashi Vishwanath,Varanasi,2013,10,5,3,1,1,Foggy,11989
Kashi Vishwanath,Varanasi,2013,10,5,4,1,1,Humid,12750
Kashi Vishwanath,Varanasi,2013,10,5,5,1,1,Humid,12922
Kashi Vishwanath,Varanasi,2013,10,5,6,1,1,Foggy,21089
Kashi Vishwanath,Varanasi,2013,10,5,7,1,1,Foggy,24795
Kashi Vishwanath,Varanasi,2013,10,5,8,1,1,Foggy,13688
Kashi Vishwanath,Varanasi,2013,10,5,9,1,1,Rain,16812
Kashi Vishwanath,Varanasi,2013,10,5,10,1,1,Clear,9450
Kashi Vishwanath,Varanasi,2013,10,5,11,1,1,Clear,13627
Kashi Vishwanath,Varanasi,2013,10,5,12,1,1,Cloudy,7797
Kashi Vishwanath,Varanasi,2013,10,5,13,1,1,Foggy,14586
Kashi Vishwanath,Varanasi,2013,10,5,14,1,1,Clear,10553
Kashi Vishwanath,Varanasi,2013,10,5,15,1,1,Rain,11808
Kashi Vishwanath,Varanasi,2013,10,5,16,1,1,Clear,11501
Kashi Vishwanath,Varanasi,2013,10,5,17,1,1,Humid,9180
Kashi Vishwanath,Varanasi,2013,10,5,18,1,1,Humid,44709
Kashi Vishwanath,Varanasi,2013,10,5,19,1,1,Humid,31465
Kashi Vishwanath,Varanasi,2013,10,5,20,1,1,Clear,25630
Kashi Vishwanath,Varanasi,2013,10,5,21,1,1,Foggy,34371
Kashi Vishwanath,Varanasi,2013,10,5,22,1,1,Humid,43805
Kashi Vishwanath,Varanasi,2013,10,5,23,1,1,Foggy,8045
Kashi Vishwanath,Varanasi,2013,10,6,0,1,1,Humid,7248
Kashi Vishwanath,Varanasi,2013,10,6,1,1,1,Humid,7270
Kashi Vishwanath,Varanasi,2013,10,6,2,1,1,Clear,10984
Kashi Vishwanath,Varanasi,2013,10,6,3,1,1,Rain,11897
Kashi Vishwanath,Varanasi,2013,10,6,4,1,1,Clear,7126
Kashi Vishwanath,Varanasi,2013,10,6,5,1,1,Clear,22843
Kashi Vishwanath,Varanasi,2013,10,6,6,1,1,Clear,15170
Kashi Vishwanath,Varanasi,2013,10,6,7,1,1,Foggy,20588
Kashi Vishwanath,Varanasi,2013,10,6,8,1,1,Cloudy,14759
Kashi Vishwanath,Varanasi,2013,10,6,9,1,1,Humid,16586
Kashi Vishwanath,Varanasi,2013,10,6,10,1,1,Clear,13308
Kashi Vishwanath,Varanasi,2013,10,6,11,1,1,Rain,13734
Kashi Vishwanath,Varanasi,2013,10,6,12,1,1,Clear,6588
Kashi Vishwanath,Varanasi,2013,10,6,13,1,1,Rain,10015
Kashi Vishwanath,Varanasi,2013,10,6,14,1,1,Clear,8051
Kashi Vishwanath,Varanasi,2013,10,6,15,1,1,Rain,11594
Kashi Vishwanath,Varanasi,2013,10,6,16,1,1,Rain,9401
Kashi Vishwanath,Varanasi,2013,10,6,17,1,1,Clear,13514
Kashi Vishwanath,Varanasi,2013,10,6,18,1,1,Clear,31891
Kashi Vishwanath,Varanasi,2013,10,6,19,1,1,Humid,28783
Kashi Vishwanath,Varanasi,2013,10,6,20,1,1,Humid,39518
Kashi Vishwanath,Varanasi,2013,10,6,21,1,1,Humid,38885
Kashi Vishwanath,Varanasi,2013,10,6,22,1,1,Clear,25583
Kashi Vishwanath,Varanasi,2013,10,6,23,1,1,Humid,12224
Kashi Vishwanath,Varanasi,2013,10,7,0,0,1,Foggy,10605
Kashi Vishwanath,Varanasi,2013,10,7,1,0,1,Clear,11751
Kashi Vishwanath,Varanasi,2013,10,7,2,0,1,Cloudy,11089
Kashi Vishwanath,Varanasi,2013,10,7,3,0,1,Humid,12402
Kashi Vishwanath,Varanasi,2013,10,7,4,0,1,Clear,9139
Kashi Vishwanath,Varanasi,2013,10,7,5,0,1,Rain,25565
Kashi Vishwanath,Varanasi,2013,10,7,6,0,1,Humid,24838
Kashi Vishwanath,Varanasi,2013,10,7,7,0,1,Clear,23306
Kashi Vishwanath,Varanasi,2013,10,7,8,0,1,Cloudy,23245
Kashi Vishwanath,Varanasi,2013,10,7,9,0,1,Clear,16178
Kashi Vishwanath,Varanasi,2013,10,7,10,0,1,Rain,13697
Kashi Vishwanath,Varanasi,2013,10,7,11,0,1,Clear,7706
Kashi Vishwanath,Varanasi,2013,10,7,12,0,1,Rain,7768
Kashi Vishwanath,Varanasi,2013,10,7,13,0,1,Cloudy,7757
Kashi Vishwanath,Varanasi,2013,10,7,14,0,1,Humid,13101
Kashi Vishwanath,Varanasi,2013,10,7,15,0,1,Foggy,11286
Kashi Vishwanath,Varanasi,2013,10,7,16,0,1,Clear,14577
Kashi Vishwanath,Varanasi,2013,10,7,17,0,1,Rain,14536
Kashi Vishwanath,Varanasi,2013,10,7,18,0,1,Clear,23527
Kashi Vishwanath,Varanasi,2013,10,7,19,0,1,Humid,24682
Kashi Vishwanath,Varanasi,2013,10,7,20,0,1,Rain,35533
Kashi Vishwanath,Varanasi,2013,10,7,21,0,1,Cloudy,34203
Kashi Vishwanath,Varanasi,2013,10,7,22,0,1,Cloudy,39124
Kashi Vishwanath,Varanasi,2013,10,7,23,0,1,Rain,6081
Kashi Vishwanath,Varanasi,2013,10,8,0,0,1,Clear,36741
Kashi Vishwanath,Varanasi,2013,10,8,1,0,1,Cloudy,27870
Kashi Vishwanath,Varanasi,2013,10,8,2,0,1,Foggy,33841
Kashi Vishwanath,Varanasi,2013,10,8,3,0,1,Clear,34390
Kashi Vishwanath,Varanasi,2013,10,8,4,0,1,Humid,35456
Kashi Vishwanath,Varanasi,2013,10,8,5,0,1,Rain,63580
Kashi Vishwanath,Varanasi,2013,10,8,6,0,1,Cloudy,36880
Kashi Vishwanath,Varanasi,2013,10,8,7,0,1,Foggy,97437
Kashi Vishwanath,Varanasi,2013,10,8,8,0,1,Cloudy,103489
Kashi Vishwanath,Varanasi,2013,10,8,9,0,1,Clear,68348
Kashi Vishwanath,Varanasi,2013,10,8,10,0,1,Cloudy,23332
Kashi Vishwanath,Varanasi,2013,10,8,11,0,1,Rain,32999
Kashi Vishwanath,Varanasi,2013,10,8,12,0,1,Cloudy,34882
Kashi Vishwanath,Varanasi,2013,10,8,13,0,1,Foggy,23610
Kashi Vishwanath,Varanasi,2013,10,8,14,0,1,Clear,32748
Kashi Vishwanath,Varanasi,2013,10,8,15,0,1,Foggy,31857
Kashi Vishwanath,Varanasi,2013,10,8,16,0,1,Humid,39428
Kashi Vishwanath,Varanasi,2013,10,8,17,0,1,Clear,21776
Kashi Vishwanath,Varanasi,2013,10,8,18,0,1,Humid,75211
Kashi Vishwanath,Varanasi,2013,10,8,19,0,1,Rain,76637
Kashi Vishwanath,Varanasi,2013,10,8,20,0,1,Foggy,108449
Kashi Vishwanath,Varanasi,2013,10,8,21,0,1,Clear,103825
Kashi Vishwanath,Varanasi,2013,10,8,22,0,1,Rain,143236
Kashi Vishwanath,Varanasi,2013,10,8,23,0,1,Clear,26783
Kashi Vishwanath,Varanasi,2013,10,9,0,0,1,Cloudy,8357
Kashi Vishwanath,Varanasi,2013,10,9,1,0,1,Humid,11624
Kashi Vishwanath,Varanasi,2013,10,9,2,0,1,Foggy,7948
Kashi Vishwanath,Varanasi,2013,10,9,3,0,1,Clear,14250
Kashi Vishwanath,Varanasi,2013,10,9,4,0,1,Rain,12031
Kashi Vishwanath,Varanasi,2013,10,9,5,0,1,Rain,22148
Kashi Vishwanath,Varanasi,2013,10,9,6,0,1,Foggy,18560
Kashi Vishwanath,Varanasi,2013,10,9,7,0,1,Clear,25371
Kashi Vishwanath,Varanasi,2013,10,9,8,0,1,Foggy,31795
Kashi Vishwanath,Varanasi,2013,10,9,9,0,1,Clear,24050
Kashi Vishwanath,Varanasi,2013,10,9,10,0,1,Foggy,9206
Kashi Vishwanath,Varanasi,2013,10,9,11,0,1,Clear,12116
Kashi Vishwanath,Varanasi,2013,10,9,12,0,1,Foggy,9832
Kashi Vishwanath,Varanasi,2013,10,9,13,0,1,Rain,7100
Kashi Vishwanath,Varanasi,2013,10,9,14,0,1,Rain,8592
Kashi Vishwanath,Varanasi,2013,10,9,15,0,1,Clear,13277
Kashi Vishwanath,Varanasi,2013,10,9,16,0,1,Foggy,13896
Kashi Vishwanath,Varanasi,2013,10,9,17,0,1,Humid,10464
Kashi Vishwanath,Varanasi,2013,10,9,18,0,1,Foggy,28798
Kashi Vishwanath,Varanasi,2013,10,9,19,0,1,Clear,34288
Kashi Vishwanath,Varanasi,2013,10,9,20,0,1,Clear,19419
Kashi Vishwanath,Varanasi,2013,10,9,21,0,1,Rain,36204
Kashi Vishwanath,Varanasi,2013,10,9,22,0,1,Humid,19063
Kashi Vishwanath,Varanasi,2013,10,9,23,0,1,Foggy,11577
Kashi Vishwanath,Varanasi,2014,10,1,0,0,1,Cloudy,13086
Kashi Vishwanath,Varanasi,2014,10,1,1,0,1,Humid,12110
Kashi Vishwanath,Varanasi,2014,10,1,2,0,1,Humid,10634
Kashi Vishwanath,Varanasi,2014,10,1,3,0,1,Foggy,7250
Kashi Vishwanath,Varanasi,2014,10,1,4,0,1,Cloudy,13442
Kashi Vishwanath,Varanasi,2014,10,1,5,0,1,Foggy,22452
Kashi Vishwanath,Varanasi,2014,10,1,6,0,1,Foggy,16493
Kashi Vishwanath,Varanasi,2014,10,1,7,0,1,Humid,20415
Kashi Vishwanath,Varanasi,2014,10,1,8,0,1,Humid,24884
Kashi Vishwanath,Varanasi,2014,10,1,9,0,1,Rain,10960
Kashi Vishwanath,Varanasi,2014,10,1,10,0,1,Humid,11105
Kashi Vishwanath,Varanasi,2014,10,1,11,0,1,Humid,8291
Kashi Vishwanath,Varanasi,2014,10,1,12,0,1,Rain,6167
Kashi Vishwanath,Varanasi,2014,10,1,13,0,1,Humid,13858
Kashi Vishwanath,Varanasi,2014,10,1,14,0,1,Clear,6636
Kashi Vishwanath,Varanasi,2014,10,1,15,0,1,Rain,7474
Kashi Vishwanath,Varanasi,2014,10,1,16,0,1,Cloudy,10074
Kashi Vishwanath,Varanasi,2014,10,1,17,0,1,Clear,12846
Kashi Vishwanath,Varanasi,2014,10,1,18,0,1,Cloudy,48830
Kashi Vishwanath,Varanasi,2014,10,1,19,0,1,Clear,36753
Kashi Vishwanath,Varanasi,2014,10,1,20,0,1,Humid,32225
Kashi Vishwanath,Varanasi,2014,10,1,21,0,1,Cloudy,44997
Kashi Vishwanath,Varanasi,2014,10,1,22,0,1,Rain,26520
Kashi Vishwanath,Varanasi,2014,10,1,23,0,1,Foggy,12953
Kashi Vishwanath,Varanasi,2014,10,2,0,0,1,Rain,14538
Kashi Vishwanath,Varanasi,2014,10,2,1,0,1,Humid,13696
Kashi Vishwanath,Varanasi,2014,10,2,2,0,1,Cloudy,9820
Kashi Vishwanath,Varanasi,2014,10,2,3,0,1,Clear,12192
Kashi Vishwanath,Varanasi,2014,10,2,4,0,1,Clear,7084
Kashi Vishwanath,Varanasi,2014,10,2,5,0,1,Foggy,29776
Kashi Vishwanath,Varanasi,2014,10,2,6,0,1,Cloudy,20679
Kashi Vishwanath,Varanasi,2014,10,2,7,0,1,Cloudy,24548
Kashi Vishwanath,Varanasi,2014,10,2,8,0,1,Cloudy,11916
Kashi Vishwanath,Varanasi,2014,10,2,9,0,1,Rain,28835
Kashi Vishwanath,Varanasi,2014,10,2,10,0,1,Foggy,8718
Kashi Vishwanath,Varanasi,2014,10,2,11,0,1,Humid,12662
Kashi Vishwanath,Varanasi,2014,10,2,12,0,1,Rain,12936
Kashi Vishwanath,Varanasi,2014,10,2,13,0,1,Humid,13716
Kashi Vishwanath,Varanasi,2014,10,2,14,0,1,Humid,12593
Kashi Vishwanath,Varanasi,2014,10,2,15,0,1,Humid,13149
Kashi Vishwanath,Varanasi,2014,10,2,16,0,1,Foggy,13633
Kashi Vishwanath,Varanasi,2014,10,2,17,0,1,Cloudy,6195
Kashi Vishwanath,Varanasi,2014,10,2,18,0,1,Rain,50386
Kashi Vishwanath,Varanasi,2014,10,2,19,0,1,Humid,20818
Kashi Vishwanath,Varanasi,2014,10,2,20,0,1,Rain,21088
Kashi Vishwanath,Varanasi,2014,10,2,21,0,1,Rain,37248
Kashi Vishwanath,Varanasi,2014,10,2,22,0,1,Rain,27049
Kashi Vishwanath,Varanasi,2014,10,2,23,0,1,Cloudy,11045
Kashi Vishwanath,Varanasi,2014,10,3,0,0,1,Foggy,37469
Kashi Vishwanath,Varanasi,2014,10,3,1,0,1,Cloudy,31763
Kashi Vishwanath,Varanasi,2014,10,3,2,0,1,Clear,35162
Kashi Vishwanath,Varanasi,2014,10,3,3,0,1,Rain,39433
Kashi Vishwanath,Varanasi,2014,10,3,4,0,1,Foggy,46720
Kashi Vishwanath,Varanasi,2014,10,3,5,0,1,Foggy,45434
Kashi Vishwanath,Varanasi,2014,10,3,6,0,1,Cloudy,45522
Kashi Vishwanath,Varanasi,2014,10,3,7,0,1,Humid,35833
Kashi Vishwanath,Varanasi,2014,10,3,8,0,1,Foggy,75762
Kashi Vishwanath,Varanasi,2014,10,3,9,0,1,Humid,60095
Kashi Vishwanath,Varanasi,2014,10,3,10,0,1,Clear,34361
Kashi Vishwanath,Varanasi,2014,10,3,11,0,1,Cloudy,22661
Kashi Vishwanath,Varanasi,2014,10,3,12,0,1,Clear,33077
Kashi Vishwanath,Varanasi,2014,10,3,13,0,1,Cloudy,25563
Kashi Vishwanath,Varanasi,2014,10,3,14,0,1,Cloudy,31428
Kashi Vishwanath,Varanasi,2014,10,3,15,0,1,Humid,23822
Kashi Vishwanath,Varanasi,2014,10,3,16,0,1,Humid,44274
Kashi Vishwanath,Varanasi,2014,10,3,17,0,1,Foggy,23431
Kashi Vishwanath,Varanasi,2014,10,3,18,0,1,Clear,90257
Kashi Vishwanath,Varanasi,2014,10,3,19,0,1,Foggy,85309
Kashi Vishwanath,Varanasi,2014,10,3,20,0,1,Humid,51868
Kashi Vishwanath,Varanasi,2014,10,3,21,0,1,Foggy,164264
Kashi Vishwanath,Varanasi,2014,10,3,22,0,1,Clear,105774
Kashi Vishwanath,Varanasi,2014,10,3,23,0,1,Foggy,37664
Kashi Vishwanath,Varanasi,2014,10,4,0,1,1,Cloudy,6793
Kashi Vishwanath,Varanasi,2014,10,4,1,1,1,Humid,8651
Kashi Vishwanath,Varanasi,2014,10,4,2,1,1,Clear,6885
Kashi Vishwanath,Varanasi,2014,10,4,3,1,1,Rain,11581
Kashi Vishwanath,Varanasi,2014,10,4,4,1,1,Rain,14592
Kashi Vishwanath,Varanasi,2014,10,4,5,1,1,Clear,23583
Kashi Vishwanath,Varanasi,2014,10,4,6,1,1,Rain,23480
Kashi Vishwanath,Varanasi,2014,10,4,7,1,1,Rain,27370
Kashi Vishwanath,Varanasi,2014,10,4,8,1,1,Rain,23013
Kashi Vishwanath,Varanasi,2014,10,4,9,1,1,Rain,26085
Kashi Vishwanath,Varanasi,2014,10,4,10,1,1,Clear,8512
Kashi Vishwanath,Varanasi,2014,10,4,11,1,1,Clear,11635
Kashi Vishwanath,Varanasi,2014,10,4,12,1,1,Rain,9143
Kashi Vishwanath,Varanasi,2014,10,4,13,1,1,Clear,10492
Kashi Vishwanath,Varanasi,2014,10,4,14,1,1,Clear,10573
Kashi Vishwanath,Varanasi,2014,10,4,15,1,1,Cloudy,8113
Kashi Vishwanath,Varanasi,2014,10,4,16,1,1,Cloudy,10082
Kashi Vishwanath,Varanasi,2014,10,4,17,1,1,Foggy,9521
Kashi Vishwanath,Varanasi,2014,10,4,18,1,1,Cloudy,22175
Kashi Vishwanath,Varanasi,2014,10,4,19,1,1,Cloudy,45020
Kashi Vishwanath,Varanasi,2014,10,4,20,1,1,Clear,35376
Kashi Vishwanath,Varanasi,2014,10,4,21,1,1,Foggy,33820
Kashi Vishwanath,Varanasi,2014,10,4,22,1,1,Cloudy,22394
Kashi Vishwanath,Varanasi,2014,10,4,23,1,1,Clear,12804
Kashi Vishwanath,Varanasi,2014,10,5,0,1,1,Clear,13398
Kashi Vishwanath,Varanasi,2014,10,5,1,1,1,Cloudy,6634
Kashi Vishwanath,Varanasi,2014,10,5,2,1,1,Rain,9361
Kashi Vishwanath,Varanasi,2014,10,5,3,1,1,Humid,10362
Kashi Vishwanath,Varanasi,2014,10,5,4,1,1,Rain,12098
Kashi Vishwanath,Varanasi,2014,10,5,5,1,1,Humid,26009
Kashi Vishwanath,Varanasi,2014,10,5,6,1,1,Foggy,27221
Kashi Vishwanath,Varanasi,2014,10,5,7,1,1,Rain,16580
Kashi Vishwanath,Varanasi,2014,10,5,8,1,1,Foggy,16977
Kashi Vishwanath,Varanasi,2014,10,5,9,1,1,Humid,25337
Kashi Vishwanath,Varanasi,2014,10,5,10,1,1,Rain,9196
Kashi Vishwanath,Varanasi,2014,10,5,11,1,1,Foggy,11054
Kashi Vishwanath,Varanasi,2014,10,5,12,1,1,Clear,14950
Kashi Vishwanath,Varanasi,2014,10,5,13,1,1,Clear,14697
Kashi Vishwanath,Varanasi,2014,10,5,14,1,1,Foggy,10327
Kashi Vishwanath,Varanasi,2014,10,5,15,1,1,Rain,7472
Kashi Vishwanath,Varanasi,2014,10,5,16,1,1,Foggy,8824
Kashi Vishwanath,Varanasi,2014,10,5,17,1,1,Foggy,6839
Kashi Vishwanath,Varanasi,2014,10,5,18,1,1,Cloudy,45838
Kashi Vishwanath,Varanasi,2014,10,5,19,1,1,Humid,22681
Kashi Vishwanath,Varanasi,2014,10,5,20,1,1,Cloudy,32972
Kashi Vishwanath,Varanasi,2014,10,5,21,1,1,Cloudy,32737
Kashi Vishwanath,Varanasi,2014,10,5,22,1,1,Humid,42525
Kashi Vishwanath,Varanasi,2014,10,5,23,1,1,Cloudy,10752
Kashi Vishwanath,Varanasi,2014,10,6,0,0,1,Humid,8425
Kashi Vishwanath,Varanasi,2014,10,6,1,0,1,Foggy,10946
Kashi Vishwanath,Varanasi,2014,10,6,2,0,1,Cloudy,9565
Kashi Vishwanath,Varanasi,2014,10,6,3,0,1,Clear,11147
Kashi Vishwanath,Varanasi,2014,10,6,4,0,1,Rain,12744
Kashi Vishwanath,Varanasi,2014,10,6,5,0,1,Cloudy,15537
Kashi Vishwanath,Varanasi,2014,10,6,6,0,1,Foggy,13086
Kashi Vishwanath,Varanasi,2014,10,6,7,0,1,Foggy,32105
Kashi Vishwanath,Varanasi,2014,10,6,8,0,1,Clear,24353
Kashi Vishwanath,Varanasi,2014,10,6,9,0,1,Clear,12115
Kashi Vishwanath,Varanasi,2014,10,6,10,0,1,Rain,6354
Kashi Vishwanath,Varanasi,2014,10,6,11,0,1,Cloudy,9521
Kashi Vishwanath,Varanasi,2014,10,6,12,0,1,Rain,10241
Kashi Vishwanath,Varanasi,2014,10,6,13,0,1,Cloudy,8990
Kashi Vishwanath,Varanasi,2014,10,6,14,0,1,Cloudy,9835
Kashi Vishwanath,Varanasi,2014,10,6,15,0,1,Rain,9952
Kashi Vishwanath,Varanasi,2014,10,6,16,0,1,Cloudy,9320
Kashi Vishwanath,Varanasi,2014,10,6,17,0,1,Rain,12995
Kashi Vishwanath,Varanasi,2014,10,6,18,0,1,Cloudy,30409
Kashi Vishwanath,Varanasi,2014,10,6,19,0,1,Humid,46358
Kashi Vishwanath,Varanasi,2014,10,6,20,0,1,Humid,42124
Kashi Vishwanath,Varanasi,2014,10,6,21,0,1,Cloudy,36754
Kashi Vishwanath,Varanasi,2014,10,6,22,0,1,Rain,22128
Kashi Vishwanath,Varanasi,2014,10,6,23,0,1,Humid,12738
Kashi Vishwanath,Varanasi,2014,10,7,0,0,1,Rain,13396
Kashi Vishwanath,Varanasi,2014,10,7,1,0,1,Rain,13892
Kashi Vishwanath,Varanasi,2014,10,7,2,0,1,Clear,10843
Kashi Vishwanath,Varanasi,2014,10,7,3,0,1,Cloudy,9688
Kashi Vishwanath,Varanasi,2014,10,7,4,0,1,Clear,12326
Kashi Vishwanath,Varanasi,2014,10,7,5,0,1,Humid,24137
Kashi Vishwanath,Varanasi,2014,10,7,6,0,1,Clear,16217
Kashi Vishwanath,Varanasi,2014,10,7,7,0,1,Cloudy,21376
Kashi Vishwanath,Varanasi,2014,10,7,8,0,1,Humid,17429
Kashi Vishwanath,Varanasi,2014,10,7,9,0,1,Humid,20987
Kashi Vishwanath,Varanasi,2014,10,7,10,0,1,Foggy,10352
Kashi Vishwanath,Varanasi,2014,10,7,11,0,1,Foggy,12540
Kashi Vishwanath,Varanasi,2014,10,7,12,0,1,Clear,8176
Kashi Vishwanath,Varanasi,2014,10,7,13,0,1,Cloudy,12683
Kashi Vishwanath,Varanasi,2014,10,7,14,0,1,Cloudy,9330
Kashi Vishwanath,Varanasi,2014,10,7,15,0,1,Clear,12177
Kashi Vishwanath,Varanasi,2014,10,7,16,0,1,Humid,10366
Kashi Vishwanath,Varanasi,2014,10,7,17,0,1,Humid,12159
Kashi Vishwanath,Varanasi,2014,10,7,18,0,1,Clear,22027
Kashi Vishwanath,Varanasi,2014,10,7,19,0,1,Cloudy,38350
Kashi Vishwanath,Varanasi,2014,10,7,20,0,1,Clear,29946
Kashi Vishwanath,Varanasi,2014,10,7,21,0,1,Humid,36014
Kashi Vishwanath,Varanasi,2014,10,7,22,0,1,Cloudy,22533
Kashi Vishwanath,Varanasi,2014,10,7,23,0,1,Foggy,8000
Kashi Vishwanath,Varanasi,2014,10,8,0,0,1,Foggy,20263
Kashi Vishwanath,Varanasi,2014,10,8,1,0,1,Humid,51744
Kashi Vishwanath,Varanasi,2014,10,8,2,0,1,Rain,24648
Kashi Vishwanath,Varanasi,2014,10,8,3,0,1,Cloudy,44335
Kashi Vishwanath,Varanasi,2014,10,8,4,0,1,Cloudy,34002
Kashi Vishwanath,Varanasi,2014,10,8,5,0,1,Humid,87140
Kashi Vishwanath,Varanasi,2014,10,8,6,0,1,Clear,34399
Kashi Vishwanath,Varanasi,2014,10,8,7,0,1,Clear,71363
Kashi Vishwanath,Varanasi,2014,10,8,8,0,1,Clear,53427
Kashi Vishwanath,Varanasi,2014,10,8,9,0,1,Cloudy,67174
Kashi Vishwanath,Varanasi,2014,10,8,10,0,1,Cloudy,23418
Kashi Vishwanath,Varanasi,2014,10,8,11,0,1,Rain,50339
Kashi Vishwanath,Varanasi,2014,10,8,12,0,1,Foggy,43987
Kashi Vishwanath,Varanasi,2014,10,8,13,0,1,Clear,24163
Kashi Vishwanath,Varanasi,2014,10,8,14,0,1,Foggy,33470
Kashi Vishwanath,Varanasi,2014,10,8,15,0,1,Cloudy,25025
Kashi Vishwanath,Varanasi,2014,10,8,16,0,1,Cloudy,47240
Kashi Vishwanath,Varanasi,2014,10,8,17,0,1,Clear,22316
Kashi Vishwanath,Varanasi,2014,10,8,18,0,1,Cloudy,138010
Kashi Vishwanath,Varanasi,2014,10,8,19,0,1,Clear,95298
Kashi Vishwanath,Varanasi,2014,10,8,20,0,1,Foggy,111478
Kashi Vishwanath,Varanasi,2014,10,8,21,0,1,Foggy,121657
Kashi Vishwanath,Varanasi,2014,10,8,22,0,1,Rain,100447
Kashi Vishwanath,Varanasi,2014,10,8,23,0,1,Cloudy,43093
Kashi Vishwanath,Varanasi,2014,10,9,0,0,1,Cloudy,10502
Kashi Vishwanath,Varanasi,2014,10,9,1,0,1,Foggy,7063
Kashi Vishwanath,Varanasi,2014,10,9,2,0,1,Foggy,6681
Kashi Vishwanath,Varanasi,2014,10,9,3,0,1,Clear,11979
Kashi Vishwanath,Varanasi,2014,10,9,4,0,1,Cloudy,7125
Kashi Vishwanath,Varanasi,2014,10,9,5,0,1,Foggy,21918
Kashi Vishwanath,Varanasi,2014,10,9,6,0,1,Cloudy,21141
Kashi Vishwanath,Varanasi,2014,10,9,7,0,1,Humid,14734
Kashi Vishwanath,Varanasi,2014,10,9,8,0,1,Cloudy,20854
Kashi Vishwanath,Varanasi,2014,10,9,9,0,1,Humid,16792
Kashi Vishwanath,Varanasi,2014,10,9,10,0,1,Clear,11263
Kashi Vishwanath,Varanasi,2014,10,9,11,0,1,Rain,9908
Kashi Vishwanath,Varanasi,2014,10,9,12,0,1,Cloudy,9413
Kashi Vishwanath,Varanasi,2014,10,9,13,0,1,Clear,6983
Kashi Vishwanath,Varanasi,2014,10,9,14,0,1,Foggy,6310
Kashi Vishwanath,Varanasi,2014,10,9,15,0,1,Rain,11674
Kashi Vishwanath,Varanasi,2014,10,9,16,0,1,Humid,10750
Kashi Vishwanath,Varanasi,2014,10,9,17,0,1,Rain,13011
Kashi Vishwanath,Varanasi,2014,10,9,18,0,1,Humid,41357
Kashi Vishwanath,Varanasi,2014,10,9,19,0,1,Humid,22261
Kashi Vishwanath,Varanasi,2014,10,9,20,0,1,Rain,21963
Kashi Vishwanath,Varanasi,2014,10,9,21,0,1,Cloudy,37136
Kashi Vishwanath,Varanasi,2014,10,9,22,0,1,Rain,22564
Kashi Vishwanath,Varanasi,2014,10,9,23,0,1,Rain,14607
Kashi Vishwanath,Varanasi,2015,10,1,0,0,1,Rain,10249
Kashi Vishwanath,Varanasi,2015,10,1,1,0,1,Rain,9048
Kashi Vishwanath,Varanasi,2015,10,1,2,0,1,Cloudy,6536
Kashi Vishwanath,Varanasi,2015,10,1,3,0,1,Foggy,14258
Kashi Vishwanath,Varanasi,2015,10,1,4,0,1,Humid,12110
Kashi Vishwanath,Varanasi,2015,10,1,5,0,1,Humid,14068
Kashi Vishwanath,Varanasi,2015,10,1,6,0,1,Clear,22554
Kashi Vishwanath,Varanasi,2015,10,1,7,0,1,Clear,13357
Kashi Vishwanath,Varanasi,2015,10,1,8,0,1,Humid,21841
Kashi Vishwanath,Varanasi,2015,10,1,9,0,1,Humid,14455
Kashi Vishwanath,Varanasi,2015,10,1,10,0,1,Foggy,9814
Kashi Vishwanath,Varanasi,2015,10,1,11,0,1,Cloudy,6325
Kashi Vishwanath,Varanasi,2015,10,1,12,0,1,Clear,8345
Kashi Vishwanath,Varanasi,2015,10,1,13,0,1,Rain,13695
Kashi Vishwanath,Varanasi,2015,10,1,14,0,1,Cloudy,8835
Kashi Vishwanath,Varanasi,2015,10,1,15,0,1,Cloudy,14240
Kashi Vishwanath,Varanasi,2015,10,1,16,0,1,Rain,6641
Kashi Vishwanath,Varanasi,2015,10,1,17,0,1,Humid,7734
Kashi Vishwanath,Varanasi,2015,10,1,18,0,1,Rain,40971
Kashi Vishwanath,Varanasi,2015,10,1,19,0,1,Humid,24389
Kashi Vishwanath,Varanasi,2015,10,1,20,0,1,Cloudy,23666
Kashi Vishwanath,Varanasi,2015,10,1,21,0,1,Humid,26382
Kashi Vishwanath,Varanasi,2015,10,1,22,0,1,Clear,47450
Kashi Vishwanath,Varanasi,2015,10,1,23,0,1,Humid,7494
Kashi Vishwanath,Varanasi,2015,10,2,0,0,1,Cloudy,7479
Kashi Vishwanath,Varanasi,2015,10,2,1,0,1,Foggy,8273
Kashi Vishwanath,Varanasi,2015,10,2,2,0,1,Cloudy,10985
Kashi Vishwanath,Varanasi,2015,10,2,3,0,1,Foggy,14857
Kashi Vishwanath,Varanasi,2015,10,2,4,0,1,Humid,9333
Kashi Vishwanath,Varanasi,2015,10,2,5,0,1,Rain,22536
Kashi Vishwanath,Varanasi,2015,10,2,6,0,1,Humid,10460
